UID,days_sum,days_sub,days_rate,o_t_days
10716,11.0,7.0,4.5,0.0
10717,86.0,66.0,7.6,3.0
10718,23.0,13.0,3.6,1.0
10719,38.0,6.0,1.375,1.0
10720,,,,
10721,7.0,5.0,6.0,1.0
10722,,,,
10723,16.0,8.0,3.0,3.0
10724,7.0,-5.0,0.16666666666666666,1.0
10725,16.0,14.0,15.0,1.0
10726,14.0,10.0,6.0,0.0
10727,32.0,20.0,4.333333333333333,3.0
10728,200.0,76.0,2.225806451612903,18.0
10729,4.0,2.0,3.0,1.0
10730,426.0,98.0,1.5975609756097562,18.0
10731,60.0,38.0,4.454545454545454,5.0
10732,12.0,-2.0,0.7142857142857143,1.0
10733,22.0,0.0,1.0,4.0
10734,40.0,10.0,1.6666666666666667,3.0
10735,14.0,12.0,13.0,1.0
10736,3.0,1.0,2.0,1.0
10737,63.0,53.0,11.6,2.0
10738,47.0,5.0,1.2380952380952381,3.0
10739,10.0,6.0,4.0,1.0
10740,8.0,4.0,3.0,1.0
10741,98.0,32.0,1.9696969696969697,10.0
10742,34.0,18.0,3.25,1.0
10743,,,,
10744,75.0,45.0,4.0,4.0
10745,13.0,-3.0,0.625,2.0
10746,175.0,147.0,11.5,4.0
10747,45.0,33.0,6.5,2.0
10748,25.0,15.0,4.0,1.0
10749,25.0,-3.0,0.7857142857142857,4.0
10750,72.0,50.0,5.545454545454546,3.0
10751,80.0,58.0,6.2727272727272725,3.0
10752,86.0,42.0,2.909090909090909,5.0
10753,68.0,54.0,8.714285714285714,5.0
10754,50.0,38.0,7.333333333333333,2.0
10755,,,,
10756,38.0,8.0,1.5333333333333334,3.0
10757,24.0,10.0,2.4285714285714284,5.0
10758,50.0,28.0,3.5454545454545454,4.0
10759,30.0,14.0,2.75,3.0
10760,58.0,20.0,2.0526315789473686,3.0
10761,202.0,186.0,24.25,4.0
10762,35.0,21.0,4.0,1.0
10763,49.0,19.0,2.2666666666666666,5.0
10764,99.0,89.0,18.8,4.0
10765,8.0,6.0,7.0,1.0
10766,198.0,164.0,10.647058823529411,5.0
10767,,,,
10768,32.0,26.0,9.666666666666666,2.0
10769,,,,
10770,10.0,6.0,4.0,0.0
10771,15.0,5.0,2.0,1.0
10772,,,,
10773,34.0,6.0,1.4285714285714286,3.0
10774,,,,
10775,38.0,20.0,3.2222222222222223,3.0
10776,26.0,18.0,5.5,1.0
10777,,,,
10778,12.0,-8.0,0.2,1.0
10779,18.0,6.0,2.0,1.0
10780,,,,
10781,59.0,33.0,3.5384615384615383,4.0
10782,,,,
10783,29.0,9.0,1.9,6.0
10784,6.0,2.0,2.0,0.0
10785,96.0,36.0,2.2,8.0
10786,12.0,-2.0,0.7142857142857143,1.0
10787,,,,
10788,21.0,9.0,2.5,1.0
10789,15.0,1.0,1.1428571428571428,2.0
10790,56.0,46.0,10.2,2.0
10791,33.0,13.0,2.3,1.0
10792,17.0,5.0,1.8333333333333333,2.0
10793,6.0,2.0,2.0,0.0
10794,42.0,34.0,9.5,0.0
10795,83.0,53.0,4.533333333333333,3.0
10796,53.0,19.0,2.1176470588235294,5.0
10797,38.0,32.0,11.666666666666666,1.0
10798,63.0,27.0,2.5,4.0
10799,20.0,12.0,4.0,1.0
10800,19.0,13.0,5.333333333333333,1.0
10801,6.0,4.0,5.0,0.0
10802,21.0,9.0,2.5,4.0
10803,35.0,25.0,6.0,2.0
10804,37.0,17.0,2.7,3.0
10805,9.0,7.0,8.0,1.0
10806,56.0,30.0,3.3076923076923075,3.0
10807,21.0,17.0,9.5,1.0
10808,38.0,28.0,6.6,2.0
10809,176.0,112.0,4.5,10.0
10810,210.0,154.0,6.5,7.0
10811,,,,
10812,5.0,3.0,4.0,1.0
10813,4.0,2.0,3.0,1.0
10814,7.0,3.0,2.5,0.0
10815,22.0,14.0,4.5,0.0
10816,14.0,10.0,6.0,1.0
10817,,,,
10818,23.0,19.0,10.5,1.0
10819,139.0,-17.0,0.782051282051282,5.0
10820,18.0,2.0,1.25,2.0
10821,129.0,67.0,3.161290322580645,9.0
10822,27.0,11.0,2.375,2.0
10823,25.0,17.0,5.25,1.0
10824,27.0,9.0,2.0,2.0
10825,9.0,5.0,3.5,0.0
10826,49.0,35.0,6.0,1.0
10827,19.0,-7.0,0.46153846153846156,2.0
10828,61.0,37.0,4.083333333333333,5.0
10829,167.0,59.0,2.0925925925925926,7.0
10830,108.0,46.0,2.4838709677419355,7.0
10831,,,,
10832,26.0,14.0,3.3333333333333335,4.0
10833,5.0,3.0,4.0,1.0
10834,10.0,6.0,4.0,1.0
10835,,,,
10836,21.0,13.0,4.25,1.0
10837,,,,
10838,20.0,-4.0,0.6666666666666666,2.0
10839,65.0,35.0,3.3333333333333335,5.0
10840,,,,
10841,30.0,4.0,1.3076923076923077,3.0
10842,44.0,26.0,3.888888888888889,1.0
10843,8.0,6.0,7.0,1.0
10844,56.0,18.0,1.9473684210526316,4.0
10845,15.0,7.0,2.75,1.0
10846,13.0,7.0,3.3333333333333335,2.0
10847,40.0,34.0,12.333333333333334,0.0
10848,24.0,14.0,3.8,2.0
10849,29.0,15.0,3.142857142857143,2.0
10850,14.0,8.0,3.6666666666666665,1.0
10851,241.0,89.0,2.1710526315789473,14.0
10852,7.0,5.0,6.0,1.0
10853,23.0,5.0,1.5555555555555556,2.0
10854,35.0,25.0,6.0,2.0
10855,143.0,127.0,16.875,1.0
10856,28.0,26.0,27.0,1.0
10857,38.0,26.0,5.333333333333333,2.0
10858,16.0,10.0,4.333333333333333,1.0
10859,71.0,65.0,22.666666666666668,1.0
10860,33.0,25.0,7.25,2.0
10861,40.0,8.0,1.5,2.0
10862,99.0,67.0,5.1875,7.0
10863,105.0,81.0,7.75,4.0
10864,36.0,32.0,17.0,1.0
10865,27.0,21.0,8.0,1.0
10866,30.0,12.0,2.3333333333333335,2.0
10867,,,,
10868,35.0,-7.0,0.6666666666666666,4.0
10869,16.0,8.0,3.0,3.0
10870,22.0,20.0,21.0,1.0
10871,87.0,41.0,2.782608695652174,5.0
10872,13.0,7.0,3.3333333333333335,1.0
10873,102.0,70.0,5.375,4.0
10874,13.0,7.0,3.3333333333333335,1.0
10875,21.0,-5.0,0.6153846153846154,2.0
10876,21.0,11.0,3.2,1.0
10877,26.0,10.0,2.25,2.0
10878,29.0,15.0,3.142857142857143,4.0
10879,184.0,110.0,3.972972972972973,6.0
10880,19.0,5.0,1.7142857142857142,3.0
10881,40.0,24.0,4.0,1.0
10882,57.0,47.0,10.4,1.0
10883,39.0,-1.0,0.95,3.0
10884,6.0,-4.0,0.2,1.0
10885,152.0,38.0,1.6666666666666667,9.0
10886,17.0,7.0,2.4,1.0
10887,21.0,13.0,4.25,2.0
10888,16.0,14.0,15.0,1.0
10889,30.0,16.0,3.2857142857142856,2.0
10890,9.0,3.0,2.0,0.0
10891,24.0,12.0,3.0,2.0
10892,38.0,12.0,1.9230769230769231,5.0
10893,64.0,46.0,6.111111111111111,4.0
10894,29.0,9.0,1.9,3.0
10895,158.0,126.0,8.875,6.0
10896,11.0,5.0,2.6666666666666665,1.0
10897,38.0,20.0,3.2222222222222223,3.0
10898,23.0,-5.0,0.6428571428571429,2.0
10899,165.0,27.0,1.391304347826087,19.0
10900,33.0,25.0,7.25,1.0
10901,,,,
10902,119.0,51.0,2.5,7.0
10903,31.0,15.0,2.875,4.0
10904,153.0,105.0,5.375,5.0
10905,,,,
10906,27.0,13.0,2.857142857142857,2.0
10907,11.0,9.0,10.0,1.0
10908,19.0,-7.0,0.46153846153846156,0.0
10909,38.0,28.0,6.6,3.0
10910,3.0,1.0,2.0,1.0
10911,75.0,29.0,2.260869565217391,7.0
10912,4.0,2.0,3.0,0.0
10913,22.0,6.0,1.75,3.0
10914,120.0,40.0,2.0,10.0
10915,15.0,1.0,1.1428571428571428,1.0
10916,20.0,12.0,4.0,0.0
10917,49.0,21.0,2.5,4.0
10918,,,,
10919,22.0,12.0,3.4,1.0
10920,43.0,31.0,6.166666666666667,3.0
10921,66.0,32.0,2.8823529411764706,4.0
10922,3.0,1.0,2.0,0.0
10923,5.0,1.0,1.5,1.0
10924,46.0,-2.0,0.9166666666666666,2.0
10925,,,,
10926,33.0,31.0,32.0,1.0
10927,135.0,91.0,5.136363636363637,6.0
10928,248.0,220.0,16.714285714285715,4.0
10929,42.0,14.0,2.0,3.0
10930,14.0,-2.0,0.75,1.0
10931,,,,
10932,41.0,23.0,3.5555555555555554,2.0
10933,19.0,3.0,1.375,2.0
10934,24.0,14.0,3.8,1.0
10935,23.0,1.0,1.0909090909090908,3.0
10936,,,,
10937,,,,
10938,51.0,37.0,6.285714285714286,3.0
10939,22.0,0.0,1.0,2.0
10940,18.0,10.0,3.5,3.0
10941,10.0,4.0,2.3333333333333335,1.0
10942,,,,
10943,98.0,76.0,7.909090909090909,4.0
10944,14.0,6.0,2.5,3.0
10945,62.0,30.0,2.875,3.0
10946,151.0,21.0,1.323076923076923,13.0
10947,11.0,9.0,10.0,1.0
10948,23.0,3.0,1.3,2.0
10949,72.0,64.0,17.0,1.0
10950,24.0,2.0,1.1818181818181819,2.0
10951,36.0,24.0,5.0,3.0
10952,43.0,21.0,2.909090909090909,1.0
10953,8.0,2.0,1.6666666666666667,0.0
10954,,,,
10955,56.0,46.0,10.2,2.0
10956,21.0,17.0,9.5,2.0
10957,16.0,10.0,4.333333333333333,1.0
10958,7.0,5.0,6.0,1.0
10959,93.0,35.0,2.206896551724138,11.0
10960,30.0,10.0,2.0,2.0
10961,15.0,13.0,14.0,1.0
10962,16.0,6.0,2.2,0.0
10963,43.0,27.0,4.375,4.0
10964,12.0,-2.0,0.7142857142857143,1.0
10965,7.0,1.0,1.3333333333333333,1.0
10966,16.0,8.0,3.0,1.0
10967,40.0,36.0,19.0,1.0
10968,53.0,17.0,1.9444444444444444,3.0
10969,51.0,23.0,2.642857142857143,3.0
10970,39.0,27.0,5.5,2.0
10971,31.0,29.0,30.0,1.0
10972,83.0,75.0,19.75,3.0
10973,166.0,138.0,10.857142857142858,3.0
10974,25.0,13.0,3.1666666666666665,1.0
10975,9.0,-3.0,0.5,1.0
10976,42.0,18.0,2.5,5.0
10977,37.0,19.0,3.111111111111111,4.0
10978,5.0,3.0,4.0,0.0
10979,,,,
10980,26.0,24.0,25.0,0.0
10981,40.0,6.0,1.3529411764705883,4.0
10982,25.0,15.0,4.0,1.0
10983,275.0,73.0,1.7227722772277227,16.0
10984,23.0,-7.0,0.5333333333333333,1.0
10985,44.0,32.0,6.333333333333333,5.0
10986,43.0,41.0,42.0,0.0
10987,74.0,2.0,1.0555555555555556,7.0
10988,10.0,4.0,2.3333333333333335,2.0
10989,70.0,52.0,6.777777777777778,2.0
10990,103.0,89.0,13.714285714285714,3.0
10991,23.0,13.0,3.6,3.0
10992,17.0,11.0,4.666666666666667,1.0
10993,93.0,65.0,5.642857142857143,6.0
10994,,,,
10995,273.0,169.0,4.25,7.0
10996,11.0,9.0,10.0,1.0
10997,7.0,5.0,6.0,0.0
10998,50.0,-2.0,0.9230769230769231,1.0
10999,20.0,6.0,1.8571428571428572,2.0
11000,,,,
11001,15.0,9.0,4.0,1.0
11002,49.0,15.0,1.8823529411764706,3.0
11003,20.0,16.0,9.0,1.0
11004,5.0,3.0,4.0,1.0
11005,34.0,12.0,2.090909090909091,2.0
11006,236.0,98.0,2.420289855072464,12.0
11007,130.0,72.0,3.4827586206896552,8.0
11008,13.0,9.0,5.5,1.0
11009,22.0,-2.0,0.8333333333333334,1.0
11010,57.0,25.0,2.5625,4.0
11011,49.0,-1.0,0.96,4.0
11012,15.0,5.0,2.0,2.0
11013,7.0,-5.0,0.16666666666666666,1.0
11014,25.0,5.0,1.5,3.0
11015,11.0,-1.0,0.8333333333333334,0.0
11016,61.0,31.0,3.066666666666667,3.0
11017,,,,
11018,16.0,8.0,3.0,3.0
11019,60.0,40.0,5.0,4.0
11020,,,,
11021,,,,
11022,13.0,9.0,5.5,1.0
11023,23.0,9.0,2.2857142857142856,1.0
11024,49.0,47.0,48.0,0.0
11025,38.0,10.0,1.7142857142857142,4.0
11026,54.0,22.0,2.375,4.0
11027,,,,
11028,68.0,44.0,4.666666666666667,5.0
11029,47.0,23.0,2.9166666666666665,4.0
11030,8.0,2.0,1.6666666666666667,1.0
11031,31.0,5.0,1.3846153846153846,4.0
11032,7.0,3.0,2.5,1.0
11033,,,,
11034,101.0,75.0,6.769230769230769,4.0
11035,59.0,27.0,2.6875,2.0
11036,14.0,8.0,3.6666666666666665,2.0
11037,17.0,11.0,4.666666666666667,1.0
11038,19.0,13.0,5.333333333333333,0.0
11039,8.0,4.0,3.0,1.0
11040,102.0,74.0,6.285714285714286,5.0
11041,10.0,6.0,4.0,1.0
11042,25.0,1.0,1.0833333333333333,2.0
11043,47.0,5.0,1.2380952380952381,3.0
11044,8.0,2.0,1.6666666666666667,0.0
11045,19.0,-3.0,0.7272727272727273,1.0
11046,62.0,4.0,1.1379310344827587,5.0
11047,,,,
11048,11.0,3.0,1.75,1.0
11049,38.0,26.0,5.333333333333333,2.0
11050,211.0,-33.0,0.7295081967213115,6.0
11051,18.0,6.0,2.0,1.0
11052,267.0,123.0,2.7083333333333335,12.0
11053,18.0,-6.0,0.5,1.0
11054,21.0,19.0,20.0,1.0
11055,47.0,13.0,1.7647058823529411,5.0
11056,21.0,1.0,1.1,3.0
11057,,,,
11058,53.0,21.0,2.3125,3.0
11059,41.0,35.0,12.666666666666666,1.0
11060,74.0,60.0,9.571428571428571,3.0
11061,13.0,11.0,12.0,1.0
11062,,,,
11063,7.0,5.0,6.0,1.0
11064,64.0,32.0,3.0,4.0
11065,86.0,0.0,1.0,13.0
11066,47.0,13.0,1.7647058823529411,3.0
11067,35.0,19.0,3.375,4.0
11068,12.0,4.0,2.0,1.0
11069,,,,
11070,25.0,11.0,2.5714285714285716,1.0
11071,12.0,6.0,3.0,1.0
11072,10.0,0.0,1.0,0.0
11073,35.0,11.0,1.9166666666666667,5.0
11074,6.0,4.0,5.0,1.0
11075,6.0,0.0,1.0,1.0
11076,57.0,9.0,1.375,6.0
11077,12.0,4.0,2.0,2.0
11078,,,,
11079,7.0,-1.0,0.75,1.0
11080,8.0,2.0,1.6666666666666667,0.0
11081,17.0,-9.0,0.3076923076923077,1.0
11082,133.0,-53.0,0.43010752688172044,3.0
11083,,,,
11084,117.0,53.0,2.65625,6.0
11085,39.0,21.0,3.3333333333333335,1.0
11086,14.0,10.0,6.0,1.0
11087,286.0,-222.0,0.12598425196850394,2.0
11088,15.0,5.0,2.0,1.0
11089,16.0,8.0,3.0,2.0
11090,55.0,29.0,3.230769230769231,3.0
11091,43.0,39.0,20.5,1.0
11092,25.0,7.0,1.7777777777777777,1.0
11093,,,,
11094,27.0,-1.0,0.9285714285714286,1.0
11095,118.0,64.0,3.3703703703703702,6.0
11096,219.0,99.0,2.65,12.0
11097,15.0,3.0,1.5,1.0
11098,,,,
11099,24.0,22.0,23.0,1.0
11100,3.0,1.0,2.0,1.0
11101,147.0,97.0,4.88,9.0
11102,,,,
11103,425.0,345.0,9.625,10.0
11104,9.0,7.0,8.0,1.0
11105,28.0,22.0,8.333333333333334,1.0
11106,16.0,-6.0,0.45454545454545453,1.0
11107,43.0,3.0,1.15,5.0
11108,42.0,26.0,4.25,3.0
11109,35.0,23.0,4.833333333333333,2.0
11110,13.0,1.0,1.1666666666666667,1.0
11111,34.0,10.0,1.8333333333333333,2.0
11112,72.0,42.0,3.8,6.0
11113,,,,
11114,,,,
11115,15.0,3.0,1.5,2.0
11116,26.0,-12.0,0.3684210526315789,1.0
11117,180.0,122.0,5.206896551724138,15.0
11118,3.0,-1.0,0.5,0.0
11119,33.0,15.0,2.6666666666666665,3.0
11120,27.0,-3.0,0.8,2.0
11121,40.0,36.0,19.0,1.0
11122,23.0,19.0,10.5,1.0
11123,55.0,35.0,4.5,3.0
11124,42.0,14.0,2.0,6.0
11125,16.0,6.0,2.2,2.0
11126,23.0,5.0,1.5555555555555556,2.0
11127,6.0,2.0,2.0,1.0
11128,21.0,-7.0,0.5,2.0
11129,23.0,13.0,3.6,1.0
11130,26.0,10.0,2.25,2.0
11131,9.0,7.0,8.0,1.0
11132,,,,
11133,177.0,-5.0,0.945054945054945,15.0
11134,10.0,2.0,1.5,0.0
11135,5.0,1.0,1.5,0.0
11136,,,,
11137,43.0,21.0,2.909090909090909,3.0
11138,67.0,39.0,3.7857142857142856,4.0
11139,36.0,26.0,6.2,1.0
11140,34.0,22.0,4.666666666666667,3.0
11141,5.0,1.0,1.5,1.0
11142,339.0,315.0,27.25,6.0
11143,164.0,62.0,2.215686274509804,7.0
11144,27.0,21.0,8.0,3.0
11145,32.0,10.0,1.9090909090909092,2.0
11146,430.0,202.0,2.7719298245614037,14.0
11147,15.0,9.0,4.0,1.0
11148,18.0,0.0,1.0,3.0
11149,83.0,55.0,4.928571428571429,6.0
11150,,,,
11151,40.0,4.0,1.2222222222222223,4.0
11152,5.0,1.0,1.5,1.0
11153,16.0,6.0,2.2,1.0
11154,17.0,1.0,1.125,3.0
11155,103.0,67.0,4.722222222222222,4.0
11156,15.0,5.0,2.0,1.0
11157,12.0,8.0,5.0,0.0
11158,11.0,1.0,1.2,0.0
11159,4.0,2.0,3.0,1.0
11160,15.0,11.0,6.5,2.0
11161,8.0,6.0,7.0,1.0
11162,3.0,1.0,2.0,1.0
11163,20.0,12.0,4.0,1.0
11164,47.0,33.0,5.714285714285714,4.0
11165,6.0,4.0,5.0,1.0
11166,11.0,9.0,10.0,1.0
11167,75.0,39.0,3.1666666666666665,6.0
11168,14.0,12.0,13.0,1.0
11169,86.0,64.0,6.818181818181818,3.0
11170,35.0,5.0,1.3333333333333333,3.0
11171,5.0,3.0,4.0,1.0
11172,16.0,6.0,2.2,0.0
11173,16.0,-14.0,0.06666666666666667,1.0
11174,27.0,25.0,26.0,1.0
11175,100.0,10.0,1.2222222222222223,4.0
11176,9.0,3.0,2.0,1.0
11177,25.0,15.0,4.0,2.0
11178,12.0,10.0,11.0,1.0
11179,24.0,12.0,3.0,1.0
11180,,,,
11181,17.0,13.0,7.5,1.0
11182,,,,
11183,42.0,26.0,4.25,3.0
11184,5.0,-3.0,0.25,1.0
11185,42.0,16.0,2.230769230769231,6.0
11186,13.0,11.0,12.0,1.0
11187,,,,
11188,36.0,16.0,2.6,2.0
11189,39.0,13.0,2.0,4.0
11190,,,,
11191,18.0,10.0,3.5,2.0
11192,54.0,34.0,4.4,3.0
11193,62.0,50.0,9.333333333333334,2.0
11194,20.0,12.0,4.0,2.0
11195,12.0,4.0,2.0,1.0
11196,,,,
11197,14.0,12.0,13.0,0.0
11198,4.0,2.0,3.0,1.0
11199,9.0,-7.0,0.125,1.0
11200,48.0,36.0,7.0,2.0
11201,112.0,68.0,4.090909090909091,3.0
11202,16.0,8.0,3.0,3.0
11203,12.0,4.0,2.0,2.0
11204,24.0,16.0,5.0,1.0
11205,11.0,-3.0,0.5714285714285714,1.0
11206,250.0,88.0,2.0864197530864197,12.0
11207,4.0,-2.0,0.3333333333333333,0.0
11208,44.0,18.0,2.3846153846153846,3.0
11209,,,,
11210,25.0,-11.0,0.3888888888888889,2.0
11211,35.0,5.0,1.3333333333333333,4.0
11212,52.0,46.0,16.333333333333332,1.0
11213,30.0,2.0,1.1428571428571428,1.0
11214,,,,
11215,35.0,-5.0,0.75,1.0
11216,,,,
11217,71.0,39.0,3.4375,4.0
11218,112.0,58.0,3.1481481481481484,7.0
11219,26.0,20.0,7.666666666666667,1.0
11220,48.0,8.0,1.4,5.0
11221,31.0,17.0,3.4285714285714284,3.0
11222,26.0,8.0,1.8888888888888888,2.0
11223,,,,
11224,9.0,7.0,8.0,1.0
11225,12.0,-4.0,0.5,1.0
11226,30.0,20.0,5.0,4.0
11227,,,,
11228,13.0,-5.0,0.4444444444444444,1.0
11229,5.0,1.0,1.5,0.0
11230,137.0,117.0,12.7,4.0
11231,33.0,9.0,1.75,2.0
11232,77.0,23.0,1.8518518518518519,6.0
11233,37.0,25.0,5.166666666666667,3.0
11234,28.0,26.0,27.0,1.0
11235,20.0,4.0,1.5,3.0
11236,27.0,13.0,2.857142857142857,3.0
11237,73.0,21.0,1.8076923076923077,6.0
11238,6.0,0.0,1.0,0.0
11239,25.0,21.0,11.5,1.0
11240,89.0,43.0,2.869565217391304,6.0
11241,13.0,7.0,3.3333333333333335,1.0
11242,7.0,3.0,2.5,0.0
11243,,,,
11244,61.0,31.0,3.066666666666667,3.0
11245,29.0,11.0,2.2222222222222223,4.0
11246,447.0,111.0,1.6607142857142858,12.0
11247,40.0,36.0,19.0,1.0
11248,21.0,1.0,1.1,2.0
11249,19.0,11.0,3.75,1.0
11250,53.0,43.0,9.6,1.0
11251,15.0,5.0,2.0,2.0
11252,10.0,2.0,1.5,2.0
11253,6.0,2.0,2.0,0.0
11254,40.0,16.0,2.3333333333333335,5.0
11255,,,,
11256,37.0,13.0,2.0833333333333335,2.0
11257,,,,
11258,50.0,36.0,6.142857142857143,5.0
11259,,,,
11260,,,,
11261,45.0,33.0,6.5,1.0
11262,86.0,28.0,1.9655172413793103,11.0
11263,18.0,0.0,1.0,1.0
11264,35.0,27.0,7.75,2.0
11265,22.0,-2.0,0.8333333333333334,2.0
11266,10.0,-4.0,0.42857142857142855,0.0
11267,19.0,-5.0,0.5833333333333334,1.0
11268,263.0,115.0,2.554054054054054,13.0
11269,,,,
11270,48.0,-2.0,0.92,6.0
11271,69.0,11.0,1.3793103448275863,9.0
11272,44.0,16.0,2.142857142857143,4.0
11273,23.0,-1.0,0.9166666666666666,2.0
11274,,,,
11275,4.0,2.0,3.0,1.0
11276,37.0,19.0,3.111111111111111,3.0
11277,4.0,2.0,3.0,1.0
11278,,,,
11279,36.0,28.0,8.0,1.0
11280,9.0,1.0,1.25,1.0
11281,8.0,6.0,7.0,1.0
11282,35.0,27.0,7.75,0.0
11283,,,,
11284,70.0,36.0,3.1176470588235294,5.0
11285,56.0,20.0,2.111111111111111,5.0
11286,419.0,401.0,45.55555555555556,4.0
11287,14.0,12.0,13.0,1.0
11288,8.0,-4.0,0.3333333333333333,1.0
11289,77.0,65.0,11.833333333333334,2.0
11290,59.0,37.0,4.363636363636363,3.0
11291,18.0,8.0,2.6,1.0
11292,16.0,2.0,1.2857142857142858,3.0
11293,10.0,8.0,9.0,1.0
11294,91.0,61.0,5.066666666666666,6.0
11295,37.0,13.0,2.0833333333333335,5.0
11296,85.0,55.0,4.666666666666667,8.0
11297,51.0,49.0,50.0,1.0
11298,38.0,8.0,1.5333333333333334,5.0
11299,100.0,86.0,13.285714285714286,3.0
11300,13.0,-3.0,0.625,1.0
11301,12.0,10.0,11.0,1.0
11302,10.0,6.0,4.0,1.0
11303,215.0,83.0,2.257575757575758,12.0
11304,,,,
11305,61.0,21.0,2.05,5.0
11306,42.0,28.0,5.0,3.0
11307,8.0,6.0,7.0,1.0
11308,4.0,2.0,3.0,0.0
11309,69.0,57.0,10.5,3.0
11310,8.0,6.0,7.0,1.0
11311,178.0,40.0,1.5797101449275361,12.0
11312,16.0,14.0,15.0,1.0
11313,,,,
11314,5.0,3.0,4.0,1.0
11315,20.0,6.0,1.8571428571428572,1.0
11316,29.0,9.0,1.9,2.0
11317,,,,
11318,98.0,54.0,3.4545454545454546,6.0
11319,311.0,293.0,33.55555555555556,4.0
11320,52.0,12.0,1.6,2.0
11321,10.0,4.0,2.3333333333333335,1.0
11322,5.0,3.0,4.0,1.0
11323,23.0,-3.0,0.7692307692307693,2.0
11324,25.0,23.0,24.0,1.0
11325,,,,
11326,35.0,11.0,1.9166666666666667,4.0
11327,,,,
11328,9.0,-3.0,0.5,2.0
11329,264.0,114.0,2.52,12.0
11330,14.0,8.0,3.6666666666666665,1.0
11331,11.0,3.0,1.75,1.0
11332,14.0,8.0,3.6666666666666665,1.0
11333,31.0,15.0,2.875,3.0
11334,14.0,4.0,1.8,1.0
11335,118.0,76.0,4.619047619047619,4.0
11336,56.0,22.0,2.2941176470588234,5.0
11337,,,,
11338,26.0,12.0,2.7142857142857144,2.0
11339,13.0,7.0,3.3333333333333335,1.0
11340,22.0,-4.0,0.6923076923076923,2.0
11341,38.0,-2.0,0.9,3.0
11342,,,,
11343,12.0,10.0,11.0,1.0
11344,,,,
11345,,,,
11346,14.0,8.0,3.6666666666666665,1.0
11347,51.0,13.0,1.6842105263157894,3.0
11348,43.0,29.0,5.142857142857143,5.0
11349,24.0,10.0,2.4285714285714284,2.0
11350,75.0,53.0,5.818181818181818,3.0
11351,35.0,9.0,1.6923076923076923,2.0
11352,,,,
11353,,,,
11354,42.0,22.0,3.2,5.0
11355,4.0,2.0,3.0,1.0
11356,130.0,62.0,2.823529411764706,8.0
11357,50.0,42.0,11.5,2.0
11358,,,,
11359,43.0,23.0,3.3,3.0
11360,86.0,66.0,7.6,3.0
11361,50.0,40.0,9.0,2.0
11362,14.0,10.0,6.0,1.0
11363,33.0,1.0,1.0625,3.0
11364,26.0,14.0,3.3333333333333335,2.0
11365,108.0,52.0,2.857142857142857,12.0
11366,50.0,26.0,3.1666666666666665,6.0
11367,42.0,20.0,2.8181818181818183,6.0
11368,43.0,-5.0,0.7916666666666666,3.0
11369,15.0,11.0,6.5,1.0
11370,16.0,-8.0,0.3333333333333333,1.0
11371,110.0,94.0,12.75,3.0
11372,29.0,25.0,13.5,1.0
11373,81.0,49.0,4.0625,4.0
11374,18.0,6.0,2.0,2.0
11375,41.0,13.0,1.9285714285714286,5.0
11376,39.0,23.0,3.875,3.0
11377,,,,
11378,4.0,2.0,3.0,1.0
11379,12.0,10.0,11.0,0.0
11380,31.0,27.0,14.5,0.0
11381,35.0,1.0,1.0588235294117647,2.0
11382,68.0,40.0,3.857142857142857,4.0
11383,163.0,107.0,4.821428571428571,9.0
11384,,,,
11385,286.0,52.0,1.4444444444444444,20.0
11386,10.0,8.0,9.0,1.0
11387,42.0,22.0,3.2,1.0
11388,60.0,30.0,3.0,3.0
11389,4.0,0.0,1.0,0.0
11390,94.0,68.0,6.230769230769231,5.0
11391,4.0,2.0,3.0,1.0
11392,6.0,4.0,5.0,1.0
11393,12.0,10.0,11.0,1.0
11394,13.0,11.0,12.0,1.0
11395,9.0,3.0,2.0,0.0
11396,21.0,-5.0,0.6153846153846154,2.0
11397,272.0,156.0,3.689655172413793,16.0
11398,81.0,39.0,2.857142857142857,8.0
11399,43.0,27.0,4.375,3.0
11400,10.0,4.0,2.3333333333333335,1.0
11401,20.0,12.0,4.0,1.0
11402,17.0,-9.0,0.3076923076923077,1.0
11403,46.0,-4.0,0.84,2.0
11404,24.0,-8.0,0.5,4.0
11405,86.0,70.0,9.75,2.0
11406,,,,
11407,54.0,28.0,3.1538461538461537,3.0
11408,9.0,3.0,2.0,1.0
11409,44.0,22.0,3.0,1.0
11410,31.0,21.0,5.2,3.0
11411,23.0,17.0,6.666666666666667,2.0
11412,50.0,12.0,1.631578947368421,9.0
11413,42.0,16.0,2.230769230769231,3.0
11414,51.0,27.0,3.25,8.0
11415,,,,
11416,116.0,96.0,10.6,3.0
11417,41.0,33.0,9.25,4.0
11418,23.0,9.0,2.2857142857142856,3.0
11419,26.0,6.0,1.6,3.0
11420,12.0,6.0,3.0,0.0
11421,33.0,25.0,7.25,1.0
11422,12.0,0.0,1.0,0.0
11423,8.0,-2.0,0.6,0.0
11424,266.0,174.0,4.782608695652174,12.0
11425,27.0,1.0,1.0769230769230769,1.0
11426,18.0,12.0,5.0,1.0
11427,2.0,0.0,1.0,1.0
11428,48.0,26.0,3.3636363636363638,2.0
11429,147.0,61.0,2.4186046511627906,8.0
11430,26.0,18.0,5.5,1.0
11431,41.0,33.0,9.25,2.0
11432,,,,
11433,,,,
11434,17.0,13.0,7.5,2.0
11435,15.0,11.0,6.5,1.0
