UID,success_sum,mode_sum,os_sum,version_sum,device1_sum_x,device2_sum_x,device_code1_sum_x,device_code2_sum_x,device_code3_sum_x,mac1_sum_x,mac2_sum,ip1_sum_x,ip2_sum,wifi_sum,geo_code_sum_x,ip1_sub_sum_x,ip2_sub_sum,channel_sum,amt_src1_sum,merchant_sum,code1_sum,code2_sum,trans_type1_sum,acc_id1_sum,device_code1_sum_y,device_code2_sum_y,device_code3_sum_y,device1_sum_y,device2_sum_y,mac1_sum_y,ip1_sum_y,amt_src2_sum,acc_id2_sum,acc_id3_sum,geo_code_sum_y,trans_type2_sum,market_code_sum,market_type_sum,ip1_sub_sum_y
10108,26.0,26.0,26.0,26.0,26.0,21.0,26.0,26.0,,,26.0,26.0,,1.0,26.0,26.0,,6.0,6.0,6.0,,,6.0,3.0,6.0,6.0,,6.0,6.0,6.0,6.0,4.0,,,6.0,6.0,,,6.0
10109,18.0,18.0,18.0,11.0,11.0,10.0,11.0,11.0,,,11.0,11.0,7.0,4.0,9.0,11.0,7.0,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,3.0
10110,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,,2.0,,,2.0
10111,14.0,14.0,14.0,13.0,13.0,10.0,13.0,13.0,,1.0,12.0,13.0,1.0,3.0,3.0,13.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,6.0,,6.0,6.0,6.0,6.0,1.0,,,1.0,6.0,,,6.0
10112,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,,,2.0
10113,48.0,53.0,53.0,48.0,48.0,44.0,48.0,48.0,,8.0,40.0,48.0,,27.0,48.0,48.0,,30.0,30.0,30.0,,10.0,30.0,14.0,20.0,20.0,,20.0,20.0,20.0,20.0,16.0,14.0,14.0,20.0,29.0,3.0,3.0,20.0
10114,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0
10115,19.0,19.0,19.0,19.0,19.0,16.0,19.0,19.0,,6.0,13.0,19.0,,,16.0,19.0,,3.0,3.0,3.0,,,3.0,,3.0,3.0,,3.0,3.0,3.0,3.0,,,,3.0,3.0,,,3.0
10116,38.0,39.0,39.0,34.0,34.0,29.0,34.0,34.0,,14.0,20.0,34.0,,12.0,,34.0,,7.0,7.0,7.0,,,7.0,2.0,7.0,7.0,,7.0,7.0,7.0,7.0,3.0,1.0,1.0,,7.0,,,7.0
10117,19.0,19.0,19.0,19.0,19.0,17.0,19.0,19.0,,4.0,15.0,19.0,,,14.0,19.0,,3.0,3.0,3.0,,,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,,,3.0,1.0,1.0,1.0,3.0
10118,4.0,12.0,12.0,4.0,4.0,1.0,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,5.0,5.0,5.0,,,5.0,1.0,5.0,5.0,,5.0,5.0,5.0,5.0,1.0,,,5.0,5.0,,,5.0
10119,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,,4.0,4.0,4.0,,7.0,7.0,7.0,,,7.0,,7.0,7.0,,7.0,7.0,7.0,7.0,,,,6.0,7.0,,,7.0
10120,211.0,213.0,213.0,167.0,167.0,165.0,167.0,167.0,,18.0,160.0,156.0,29.0,144.0,161.0,156.0,29.0,31.0,31.0,31.0,,,31.0,29.0,31.0,31.0,,31.0,31.0,31.0,31.0,31.0,,,31.0,27.0,16.0,16.0,31.0
10121,13.0,13.0,13.0,13.0,13.0,8.0,,,13.0,,,13.0,,,,13.0,,15.0,15.0,15.0,,,15.0,6.0,,,15.0,15.0,15.0,,15.0,10.0,6.0,6.0,,15.0,,,15.0
10122,20.0,20.0,20.0,20.0,20.0,14.0,20.0,20.0,,,20.0,20.0,,,20.0,20.0,,11.0,11.0,11.0,,,11.0,1.0,11.0,11.0,,11.0,11.0,11.0,11.0,5.0,1.0,1.0,11.0,11.0,,,11.0
10123,101.0,160.0,160.0,101.0,101.0,,101.0,101.0,,,101.0,101.0,,,,101.0,,67.0,67.0,67.0,32.0,,67.0,54.0,,,,,33.0,,33.0,54.0,,,,67.0,,,33.0
10124,41.0,41.0,41.0,39.0,40.0,34.0,39.0,39.0,,7.0,28.0,41.0,1.0,13.0,35.0,41.0,1.0,9.0,9.0,9.0,3.0,,9.0,4.0,4.0,4.0,,4.0,4.0,4.0,6.0,6.0,1.0,1.0,4.0,7.0,1.0,1.0,6.0
10125,84.0,90.0,90.0,63.0,63.0,48.0,,,59.0,,,58.0,21.0,2.0,6.0,58.0,21.0,53.0,53.0,53.0,7.0,,53.0,45.0,1.0,1.0,39.0,38.0,40.0,1.0,40.0,47.0,9.0,7.0,40.0,51.0,19.0,19.0,40.0
10126,45.0,45.0,45.0,28.0,28.0,26.0,28.0,28.0,,,28.0,28.0,17.0,24.0,27.0,28.0,17.0,10.0,10.0,10.0,,,10.0,9.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,5.0,5.0,10.0,8.0,1.0,1.0,10.0
10127,20.0,20.0,20.0,20.0,20.0,11.0,,,20.0,,,20.0,,,,20.0,,21.0,21.0,21.0,,,21.0,21.0,,,21.0,21.0,21.0,,21.0,21.0,,,,21.0,10.0,10.0,21.0
10128,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,,,4.0,4.0,,3.0,4.0,4.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0
10129,89.0,90.0,90.0,89.0,89.0,86.0,89.0,89.0,,,89.0,89.0,,11.0,89.0,89.0,,14.0,14.0,14.0,,,14.0,8.0,14.0,14.0,,14.0,14.0,14.0,14.0,8.0,,,14.0,14.0,1.0,1.0,14.0
10130,11.0,11.0,11.0,11.0,11.0,10.0,,,11.0,,,11.0,,1.0,9.0,11.0,,2.0,2.0,2.0,,,2.0,,,,2.0,2.0,2.0,,2.0,,,,2.0,2.0,,,2.0
10131,27.0,30.0,30.0,27.0,27.0,24.0,27.0,27.0,,4.0,23.0,27.0,,11.0,27.0,27.0,,17.0,17.0,17.0,,3.0,17.0,3.0,13.0,13.0,1.0,14.0,14.0,13.0,14.0,4.0,3.0,3.0,14.0,17.0,1.0,1.0,14.0
10132,71.0,71.0,71.0,69.0,69.0,69.0,69.0,69.0,,4.0,65.0,69.0,,7.0,64.0,69.0,,29.0,29.0,29.0,,,29.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,,,5.0
10133,17.0,17.0,17.0,17.0,17.0,13.0,17.0,17.0,,1.0,16.0,17.0,,3.0,17.0,17.0,,16.0,16.0,16.0,,,16.0,8.0,16.0,16.0,,16.0,16.0,16.0,16.0,8.0,5.0,5.0,16.0,16.0,1.0,1.0,16.0
10134,22.0,22.0,22.0,22.0,22.0,18.0,22.0,22.0,,,22.0,22.0,,18.0,22.0,22.0,,12.0,12.0,12.0,,,12.0,,12.0,12.0,,12.0,12.0,12.0,12.0,,,,12.0,12.0,,,12.0
10135,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,,3.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,
10136,36.0,43.0,43.0,36.0,36.0,33.0,36.0,36.0,,3.0,33.0,36.0,,,36.0,36.0,,9.0,9.0,9.0,,,9.0,8.0,9.0,9.0,,9.0,9.0,9.0,9.0,8.0,,,9.0,9.0,3.0,3.0,9.0
10137,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,,,6.0,6.0,,3.0,3.0,6.0,,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,,,2.0,4.0,1.0,1.0,4.0
10138,44.0,48.0,48.0,44.0,44.0,41.0,44.0,44.0,,9.0,35.0,42.0,,11.0,42.0,42.0,,14.0,14.0,14.0,,,14.0,9.0,6.0,6.0,,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,,,6.0
10139,27.0,28.0,28.0,21.0,21.0,21.0,,,21.0,,,19.0,4.0,10.0,2.0,19.0,4.0,9.0,9.0,9.0,,,9.0,5.0,,,9.0,9.0,9.0,,9.0,8.0,,,9.0,3.0,3.0,3.0,9.0
10140,22.0,24.0,24.0,16.0,16.0,11.0,,,16.0,,,16.0,6.0,6.0,2.0,16.0,6.0,7.0,7.0,7.0,,,7.0,3.0,,,7.0,7.0,7.0,,7.0,5.0,,,7.0,7.0,2.0,2.0,7.0
10141,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,7.0,3.0,10.0,,,9.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
10142,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,2.0,4.0,6.0,,4.0,6.0,6.0,,2.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,2.0
10143,12.0,12.0,12.0,11.0,11.0,10.0,11.0,11.0,,5.0,6.0,11.0,,,11.0,11.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
10144,130.0,132.0,132.0,80.0,82.0,77.0,82.0,82.0,,6.0,76.0,82.0,47.0,27.0,80.0,82.0,47.0,17.0,17.0,17.0,4.0,2.0,17.0,11.0,11.0,11.0,,11.0,11.0,11.0,11.0,15.0,,,11.0,12.0,,,11.0
10145,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,,5.0,5.0,,,5.0,5.0,,6.0,6.0,6.0,,,6.0,,6.0,6.0,,6.0,6.0,6.0,6.0,,,,6.0,6.0,,,6.0
10146,32.0,32.0,32.0,28.0,28.0,26.0,28.0,28.0,,,28.0,28.0,4.0,8.0,28.0,28.0,4.0,7.0,7.0,7.0,,,7.0,2.0,5.0,5.0,2.0,7.0,7.0,5.0,7.0,3.0,2.0,2.0,7.0,7.0,,,7.0
10147,21.0,30.0,30.0,21.0,21.0,18.0,21.0,21.0,,4.0,17.0,21.0,,,7.0,21.0,,11.0,11.0,11.0,,,11.0,3.0,11.0,11.0,,11.0,11.0,11.0,11.0,3.0,3.0,3.0,7.0,11.0,,,11.0
10148,52.0,75.0,75.0,52.0,52.0,36.0,52.0,52.0,8.0,6.0,46.0,52.0,,29.0,52.0,52.0,,4.0,4.0,4.0,,,4.0,1.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,,,4.0
10149,32.0,32.0,32.0,28.0,28.0,26.0,28.0,28.0,,,28.0,20.0,4.0,4.0,28.0,20.0,4.0,10.0,10.0,10.0,,,10.0,8.0,10.0,10.0,,10.0,10.0,10.0,10.0,9.0,,,10.0,10.0,1.0,1.0,10.0
10150,12.0,12.0,12.0,12.0,12.0,11.0,,,12.0,,,12.0,,7.0,5.0,12.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0
10151,14.0,14.0,14.0,14.0,14.0,11.0,14.0,14.0,,6.0,8.0,14.0,,,5.0,14.0,,13.0,13.0,13.0,,,13.0,3.0,13.0,13.0,,13.0,13.0,13.0,13.0,8.0,3.0,3.0,13.0,13.0,,,13.0
10152,12.0,12.0,12.0,12.0,12.0,8.0,12.0,12.0,,,12.0,12.0,,,12.0,12.0,,7.0,7.0,7.0,,,7.0,2.0,7.0,7.0,,7.0,7.0,7.0,7.0,3.0,2.0,2.0,7.0,7.0,,,7.0
10153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,18.0,18.0,18.0,,,18.0,13.0,18.0,17.0,,18.0,18.0,18.0,18.0,18.0,4.0,4.0,18.0,18.0,4.0,4.0,18.0
10154,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,2.0,2.0,,,2.0
10155,4.0,7.0,7.0,4.0,4.0,3.0,4.0,4.0,,,4.0,4.0,,,4.0,4.0,,5.0,5.0,5.0,,,5.0,2.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0
10156,71.0,71.0,71.0,64.0,64.0,63.0,64.0,64.0,,7.0,64.0,57.0,7.0,14.0,62.0,57.0,7.0,23.0,23.0,23.0,,,23.0,15.0,21.0,21.0,,20.0,21.0,20.0,21.0,17.0,1.0,3.0,21.0,21.0,2.0,2.0,21.0
10157,473.0,473.0,473.0,404.0,404.0,392.0,404.0,404.0,,10.0,394.0,404.0,65.0,317.0,403.0,404.0,65.0,62.0,62.0,62.0,9.0,7.0,62.0,37.0,45.0,45.0,,45.0,45.0,45.0,45.0,45.0,3.0,3.0,45.0,61.0,13.0,13.0,45.0
10158,23.0,23.0,23.0,13.0,13.0,13.0,13.0,13.0,,,13.0,13.0,10.0,13.0,13.0,13.0,10.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
10159,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
10160,10.0,10.0,10.0,10.0,10.0,8.0,,,10.0,,,10.0,,3.0,5.0,10.0,,2.0,2.0,2.0,,,2.0,1.0,,,2.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,,,2.0
10161,17.0,17.0,17.0,17.0,17.0,11.0,17.0,,,,17.0,17.0,,11.0,17.0,17.0,,12.0,12.0,12.0,,,12.0,4.0,12.0,4.0,,12.0,12.0,12.0,12.0,8.0,4.0,4.0,12.0,12.0,,,12.0
10162,52.0,56.0,56.0,41.0,39.0,37.0,39.0,39.0,,15.0,24.0,39.0,13.0,13.0,39.0,39.0,13.0,16.0,16.0,16.0,,,16.0,16.0,14.0,14.0,,14.0,14.0,14.0,14.0,16.0,14.0,14.0,14.0,16.0,,,14.0
10163,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,,,4.0,,,4.0,4.0,,2.0,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,2.0
10164,40.0,40.0,40.0,23.0,23.0,21.0,23.0,6.0,,,23.0,23.0,17.0,21.0,23.0,23.0,17.0,11.0,11.0,11.0,,,11.0,4.0,11.0,4.0,,11.0,11.0,11.0,11.0,7.0,2.0,2.0,11.0,4.0,,,11.0
10165,19.0,19.0,19.0,17.0,17.0,15.0,17.0,17.0,,8.0,9.0,17.0,,7.0,14.0,17.0,,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,,,4.0
10166,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,6.0,6.0,,5.0,5.0,6.0,,11.0,11.0,11.0,,,11.0,8.0,11.0,11.0,,11.0,11.0,11.0,11.0,8.0,2.0,2.0,9.0,11.0,,,11.0
10167,58.0,61.0,61.0,51.0,51.0,45.0,51.0,51.0,,7.0,44.0,51.0,7.0,,51.0,51.0,7.0,20.0,20.0,20.0,,,20.0,14.0,15.0,15.0,1.0,16.0,16.0,15.0,16.0,17.0,10.0,10.0,16.0,18.0,1.0,1.0,16.0
10168,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,,1.0,4.0,4.0,,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,,,4.0
10169,15.0,15.0,15.0,13.0,13.0,11.0,13.0,13.0,,4.0,9.0,13.0,,,9.0,13.0,,6.0,6.0,6.0,,,6.0,2.0,5.0,5.0,1.0,6.0,6.0,5.0,6.0,2.0,2.0,2.0,6.0,6.0,,,6.0
10170,51.0,60.0,60.0,48.0,48.0,45.0,48.0,48.0,,2.0,36.0,48.0,3.0,12.0,48.0,48.0,3.0,9.0,9.0,9.0,,,9.0,4.0,9.0,7.0,,9.0,9.0,9.0,9.0,8.0,,,9.0,9.0,4.0,4.0,9.0
10171,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,,,4.0,4.0,,,4.0
10172,29.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0,,,28.0,28.0,,24.0,18.0,28.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,
10173,6.0,6.0,6.0,6.0,6.0,5.0,,,6.0,,,6.0,,,,6.0,,2.0,2.0,2.0,,,2.0,1.0,,,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,,,2.0
10174,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,2.0,2.0,4.0
10175,12.0,12.0,12.0,12.0,12.0,11.0,12.0,12.0,,1.0,12.0,11.0,,,12.0,11.0,,7.0,7.0,7.0,,,7.0,5.0,7.0,7.0,,7.0,7.0,7.0,7.0,5.0,,,7.0,7.0,2.0,2.0,7.0
10176,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,3.0,,3.0,,3.0,,2.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0
10177,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,,,3.0,,,3.0,3.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0
10178,17.0,17.0,17.0,15.0,15.0,12.0,15.0,15.0,,7.0,8.0,15.0,,5.0,15.0,15.0,,3.0,3.0,3.0,,,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,,,3.0
10179,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,,,12.0,12.0,,3.0,7.0,12.0,,10.0,10.0,10.0,,,10.0,6.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,,,4.0,10.0,5.0,5.0,10.0
10180,37.0,37.0,37.0,27.0,27.0,27.0,27.0,27.0,,1.0,26.0,27.0,10.0,11.0,27.0,27.0,10.0,2.0,2.0,2.0,,,2.0,1.0,,,,,,,,2.0,,,,,,,
10181,39.0,50.0,50.0,39.0,39.0,37.0,39.0,39.0,,1.0,38.0,39.0,,14.0,39.0,39.0,,14.0,14.0,14.0,,,14.0,4.0,14.0,14.0,,14.0,14.0,14.0,14.0,9.0,4.0,4.0,14.0,14.0,5.0,5.0,14.0
10182,32.0,41.0,41.0,26.0,26.0,23.0,26.0,2.0,,4.0,22.0,26.0,6.0,19.0,26.0,26.0,6.0,13.0,13.0,13.0,,,13.0,10.0,13.0,2.0,,13.0,13.0,13.0,13.0,13.0,2.0,2.0,13.0,13.0,4.0,4.0,13.0
10183,14.0,14.0,14.0,14.0,14.0,10.0,,,14.0,,,14.0,,,,14.0,,9.0,9.0,9.0,,,9.0,3.0,,,6.0,6.0,6.0,,6.0,5.0,,,,9.0,2.0,2.0,6.0
10184,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,,2.0,20.0,18.0,,9.0,14.0,18.0,,9.0,9.0,9.0,,,9.0,1.0,8.0,8.0,,8.0,8.0,8.0,8.0,2.0,,,4.0,9.0,,,8.0
10185,5.0,6.0,6.0,5.0,5.0,4.0,,,5.0,,,5.0,,,,5.0,,2.0,2.0,2.0,,,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,2.0,,,1.0
10186,13.0,13.0,13.0,13.0,13.0,11.0,13.0,13.0,,,13.0,13.0,,,13.0,13.0,,2.0,2.0,2.0,,,2.0,,2.0,2.0,,2.0,2.0,2.0,2.0,,,,2.0,2.0,,,2.0
10187,36.0,36.0,36.0,25.0,27.0,25.0,,,27.0,,,25.0,8.0,3.0,7.0,25.0,8.0,22.0,22.0,22.0,6.0,,22.0,21.0,,,15.0,14.0,15.0,,15.0,22.0,1.0,,15.0,20.0,4.0,4.0,15.0
10188,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,,,3.0,3.0,,,3.0
10189,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,,,6.0,6.0,,,6.0,6.0,,7.0,7.0,7.0,2.0,,7.0,2.0,5.0,5.0,,5.0,5.0,5.0,5.0,3.0,,,5.0,7.0,2.0,2.0,5.0
10190,167.0,168.0,168.0,95.0,96.0,84.0,,,95.0,,1.0,89.0,70.0,33.0,46.0,89.0,70.0,54.0,54.0,54.0,34.0,,54.0,14.0,2.0,2.0,14.0,15.0,15.0,2.0,16.0,17.0,7.0,7.0,15.0,48.0,2.0,2.0,16.0
10191,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,,3.0,6.0,9.0,,,3.0,9.0,,3.0,3.0,3.0,2.0,,3.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0
10192,136.0,216.0,216.0,136.0,136.0,,136.0,136.0,,,136.0,136.0,,,,136.0,,83.0,83.0,83.0,33.0,,83.0,66.0,,,,,49.0,,49.0,66.0,,,,83.0,,,49.0
10193,15.0,20.0,20.0,15.0,15.0,13.0,15.0,15.0,,6.0,9.0,15.0,,,5.0,15.0,,4.0,4.0,4.0,1.0,,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,4.0,,,3.0
10194,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10195,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,3.0,2.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,,3.0
10196,114.0,114.0,114.0,109.0,109.0,98.0,78.0,78.0,31.0,21.0,55.0,109.0,5.0,50.0,101.0,109.0,5.0,69.0,69.0,69.0,,,69.0,16.0,49.0,49.0,20.0,69.0,69.0,49.0,69.0,19.0,13.0,13.0,69.0,69.0,,,69.0
10197,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,18.0,18.0,,,18.0,18.0,,6.0,6.0,6.0,4.0,,6.0,5.0,2.0,2.0,,2.0,2.0,2.0,2.0,5.0,,,2.0,6.0,2.0,2.0,2.0
10198,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,6.0,6.0,6.0,,,6.0,2.0,6.0,5.0,,6.0,6.0,6.0,6.0,4.0,2.0,2.0,6.0,6.0,,,6.0
10199,57.0,57.0,57.0,54.0,54.0,50.0,54.0,54.0,,,54.0,54.0,3.0,3.0,53.0,54.0,3.0,8.0,8.0,8.0,,,8.0,4.0,8.0,8.0,,8.0,8.0,8.0,8.0,6.0,,,8.0,8.0,2.0,2.0,8.0
10200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,,,3.0
10201,15.0,24.0,24.0,15.0,15.0,13.0,,,15.0,,,15.0,,,1.0,15.0,,8.0,8.0,8.0,,,8.0,4.0,,,4.0,4.0,4.0,,4.0,6.0,,,4.0,8.0,2.0,2.0,4.0
10202,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0
10203,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,,2.0,10.0,12.0,,,10.0,12.0,,6.0,6.0,6.0,3.0,,6.0,6.0,3.0,3.0,,3.0,3.0,3.0,3.0,6.0,,,3.0,6.0,1.0,1.0,3.0
10204,49.0,51.0,51.0,48.0,49.0,48.0,,,48.0,,1.0,29.0,,5.0,7.0,29.0,,41.0,41.0,41.0,,,41.0,41.0,,,41.0,41.0,41.0,,41.0,41.0,32.0,32.0,41.0,40.0,2.0,2.0,41.0
10205,8.0,8.0,8.0,8.0,8.0,6.0,,,8.0,,,8.0,,2.0,4.0,8.0,,6.0,6.0,6.0,,,6.0,3.0,1.0,1.0,5.0,6.0,6.0,1.0,6.0,4.0,2.0,2.0,6.0,6.0,,,6.0
10206,11.0,11.0,11.0,9.0,9.0,6.0,,,9.0,,,9.0,2.0,,,9.0,2.0,11.0,11.0,11.0,,,11.0,2.0,,,11.0,11.0,11.0,,11.0,2.0,2.0,2.0,,11.0,,,11.0
10207,10.0,10.0,10.0,10.0,10.0,9.0,,,10.0,,,10.0,,,9.0,10.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0
10208,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,,1.0,4.0,5.0,,,3.0,5.0,,3.0,3.0,3.0,,,3.0,1.0,3.0,3.0,,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,,,3.0
10209,46.0,54.0,54.0,40.0,40.0,39.0,25.0,25.0,15.0,3.0,22.0,39.0,,26.0,18.0,39.0,,10.0,10.0,10.0,,5.0,10.0,5.0,2.0,2.0,3.0,5.0,5.0,2.0,5.0,6.0,1.0,1.0,4.0,9.0,2.0,2.0,5.0
10210,28.0,28.0,28.0,28.0,28.0,26.0,28.0,28.0,,14.0,14.0,28.0,,12.0,8.0,28.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0
10211,15.0,15.0,15.0,15.0,15.0,13.0,15.0,15.0,,,15.0,15.0,,7.0,15.0,15.0,,4.0,4.0,4.0,,,4.0,,4.0,4.0,,4.0,4.0,4.0,4.0,1.0,,,4.0,4.0,,,4.0
10212,12.0,12.0,12.0,8.0,8.0,7.0,8.0,8.0,,4.0,4.0,8.0,4.0,,4.0,8.0,4.0,3.0,3.0,3.0,2.0,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,3.0,,,1.0
10213,17.0,27.0,27.0,17.0,17.0,12.0,,,17.0,,,17.0,,,,17.0,,12.0,12.0,12.0,,,12.0,4.0,,,8.0,8.0,8.0,,8.0,8.0,,,6.0,12.0,4.0,4.0,8.0
10214,25.0,25.0,25.0,25.0,25.0,25.0,,,25.0,,,19.0,,9.0,1.0,19.0,,30.0,30.0,30.0,,,30.0,12.0,,,30.0,30.0,30.0,,30.0,24.0,,,30.0,30.0,14.0,14.0,30.0
10215,15.0,15.0,15.0,15.0,15.0,10.0,15.0,15.0,,,15.0,15.0,,9.0,15.0,15.0,,4.0,4.0,4.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,4.0,4.0,2.0,,,4.0,4.0,,,4.0
10216,41.0,41.0,41.0,34.0,34.0,28.0,34.0,34.0,,,34.0,31.0,7.0,17.0,34.0,31.0,7.0,19.0,19.0,19.0,2.0,,19.0,13.0,16.0,16.0,,14.0,16.0,14.0,16.0,17.0,2.0,,16.0,9.0,5.0,5.0,16.0
10217,19.0,20.0,20.0,12.0,18.0,4.0,8.0,,,2.0,6.0,12.0,7.0,1.0,4.0,12.0,7.0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0
